Employee_ID,Name,Age,Gender,Department,Education_Level,Join_Date,Training_Program,Training_Date,Training_Attended,Pre_Training_Score,Post_Training_Score,Manager_Feedback_Score,Peer_Feedback_Score
a44e3b1c-6a96-4ac0-8651-62a60fe91780,Melissa Kelley,,M,Marketing,Bachelors,25/11/2024,Communication,20/01/2027,Yes,0,,1,1
28b82fa1-72d0-4649-b50e-a2b2d07a2b58,Thomas Green,,Male,Marketing,None,09/01/2021,Communication,04/06/2021,Yes,30,,3,3
8ec46aab-aefb-4b37-a50e-e5e70e77b689,Marvin Terry,56,MALE,Sales,None,20/04/2022,Project Management,03/04/2023,Yes,0,58,5,5
c22edfc4-3810-4177-8acc-09da0ada634b,Christian Harrell,,Male,Support,PhD,03/05/2024,Python,05/12/2026,No,26,28,1,1
c186cbce-6334-4b06-92ac-de3051c810ef,Jennifer Dixon,52,F,HR,Diploma,10/07/2024,Cloud Computing,03/04/2027,Present,53,0,1,1
b6f957dc-ab6d-49ab-8604-f4e77e029b3f,Krista Williams,43,Female,Support,None,23/09/2022,Project Management,26/04/2025,Present,100,80,1,1
7dd0a74b-952e-453e-bac0-e784357650f9,Michael Perkins,54,F,Engineering,None,27/07/2020,Python,11/09/2022,Yes,,90,2,2
2a07a58d-d43b-4f74-a609-456a8257909d,Christian Smith,46,FEMALE,HR,PhD,25/05/2023,Communication,23/08/2023,A,,,5,5
82c901df-5fd2-49bc-8e67-3bc844016c6f,Ruben Webster,,M,Support,None,29/08/2022,Excel,30/06/2023,Present,,95,0,0
e5de9e28-53ba-440f-b21e-246255a0db97,Bryan Mitchell,58,MALE,Sales,Bachelors,12/06/2022,Project Management,14/08/2024,Absent,0,25,2,2
a6c2b716-f7bd-4750-9a76-50dd720f2288,Patricia Harris,,Female,Marketing,PhD,05/07/2020,Leadership,16/04/2021,Yes,0,0,,
1b52a1e6-cdfc-4ce7-a330-0ee10aaa3c51,Shelly Gonzalez,48,M,Marketing,Diploma,23/03/2021,Communication,13/08/2021,Absent,,,1,1
d53ae164-4c71-40d5-bf4d-493dbc57003e,Cindy Watkins,,MALE,Marketing,Masters,11/02/2025,Communication,04/04/2026,A,65,,,
a5d83148-0deb-483b-b6ba-45725c667438,Latasha Wilkerson,,Male,Finance,Diploma,05/11/2022,Communication,18/04/2024,Present,0,0,4,4
4f55b58e-0618-43ec-82d7-68c637809a0a,Ronald Dalton,40,M,HR,Masters,30/05/2022,Excel,21/04/2023,Present,0,0,1,1
63796fa5-b84e-403d-b261-29777fe54edd,Judith Myers,,Female,Support,PhD,08/01/2022,Excel,18/05/2023,A,54,81,,
8f928bca-7aec-4953-bdde-e37debbaca66,Rebecca Estrada,,F,Marketing,None,02/09/2021,Cloud Computing,24/12/2022,No,38,0,1,1
e268d92f-1b75-4ed1-9dca-71ef13e2738a,Andre Williams,,MALE,Sales,PhD,19/05/2022,Project Management,02/07/2023,A,22,92,,
00009f1e-ee1e-4dbf-8634-0607f260a3ed,James Carroll,37,MALE,Finance,None,11/05/2020,Leadership,12/02/2021,Absent,,,3,3
371e7782-5e38-4274-8db4-a7fa18e43d85,Tricia Harmon,34,Male,Support,PhD,15/08/2021,Project Management,18/04/2023,A,0,0,4,4
a7540837-6ae0-4e01-87ac-aec9137b41c2,Randy Roach,,Male,Finance,Diploma,09/06/2023,Cloud Computing,29/01/2024,Absent,,,,
ee1cb89a-74f9-45ca-8341-fd0e244f802b,Victoria Rocha,,F,Marketing,Diploma,01/11/2022,Cloud Computing,01/12/2023,Present,29,92,2,2
f3d21fd2-be87-4bac-a2ff-6996eb5e371f,Amanda Galvan,,F,Sales,Bachelors,15/04/2021,Leadership,06/01/2022,No,,37,1,1
160a56e1-1cd2-4c9f-83ac-0d1b2cb15c02,Jordan Tanner,28,M,Engineering,None,26/04/2024,Excel,20/06/2026,Present,0,,3,3
b3efbaa9-05c6-4c4d-8523-19ae45ec257f,Amy Holt,37,Male,HR,None,02/01/2025,Cloud Computing,04/08/2027,No,100,,3,3
609eed33-ad92-4bbf-a5c5-1c9a10ae2dfc,Jonathan Rivas,,Female,Finance,PhD,05/02/2022,Leadership,10/02/2024,Present,0,0,2,2
93a69684-0365-49fc-b910-70e02cce4cce,Mary Chung,,F,Sales,Masters,10/10/2023,Leadership,19/08/2024,No,0,93,,
7aaaf675-b807-4b46-8814-e14eb5bc1efc,Derek Lambert,32,MALE,Engineering,Masters,27/08/2022,Communication,09/08/2024,Absent,45,,2,2
cf735afa-72af-4a55-b08e-8dd43c1d10be,Matthew Russo,30,Male,Support,Masters,12/11/2021,Python,12/02/2022,No,0,75,2,2
7d10257c-b3f4-4487-b3bf-de5f8f16fac0,Michelle Newton,,Male,Marketing,PhD,20/12/2023,Leadership,23/12/2025,Yes,0,73,2,2
5e072fb2-9919-4e91-96a2-6e585d316263,John Martin,26,F,Engineering,Diploma,14/09/2022,Communication,08/01/2023,No,,0,2,2
254c5028-8a6f-4508-8d0f-e9b5b9e826d0,Mark Russell,,F,Marketing,None,04/06/2023,Cloud Computing,22/01/2025,No,92,,5,5
fbc77e98-77ad-4afc-9f42-986666db005e,Eduardo Olsen,,M,HR,None,14/03/2025,Communication,06/10/2025,No,22,,0,0
5c3e82e9-6867-453f-8ad2-1d5dacfb605e,Angelica King,27,MALE,Marketing,Bachelors,21/06/2024,Communication,09/08/2025,No,88,,4,4
a53d2350-5bd1-461c-acba-63b35532a5c2,Paul Hensley,30,FEMALE,Marketing,None,08/06/2021,Communication,16/08/2022,Absent,50,0,5,5
81a05782-57ec-45f3-8af2-0a23e3c60f79,Vickie Thomas,56,M,Sales,None,30/08/2021,Leadership,08/04/2023,P,,90,2,2
beaad00d-d4fe-4f58-a1f8-75a48a4b4559,Robert Taylor,53,Female,Marketing,Bachelors,04/03/2023,Cloud Computing,28/07/2025,Absent,,,4,4
14ed228b-6577-4498-b176-8686d31e96c4,Shirley Mooney,,Female,Support,PhD,06/01/2022,Python,13/02/2024,Present,24,0,1,1
9351a5da-1a93-43f1-8502-76c00abf1903,Timothy Ortega,23,M,Marketing,None,22/11/2024,Leadership,29/11/2026,Present,,,0,0
b5b25ed1-af1b-4316-ba0e-681bbd5db7a4,Katherine Nguyen,45,MALE,Support,None,31/08/2021,Leadership,11/12/2023,No,,,,
85eb4279-651c-41fd-afda-849e8c6743e1,Jenna Ray,,M,Marketing,Bachelors,10/06/2023,Cloud Computing,28/05/2025,Absent,0,0,5,5
1b3ec681-fcea-445a-8066-98e4b013b8e4,Mathew Moore,26,Female,HR,None,26/09/2023,Cloud Computing,25/02/2025,Present,,80,5,5
cb28f9c6-e4a7-4d11-8027-112ab75901d0,Rebecca Simpson,24,Male,Support,PhD,13/11/2021,Communication,16/05/2023,A,0,63,1,1
3de8ca53-4e7a-4311-b33a-72c8b1e76ab9,Elizabeth Clark,55,F,Finance,None,17/11/2020,Leadership,22/12/2021,Absent,72,0,3,3
060476dd-30e5-4e91-9082-b3b4f398d16e,Edward Clark,,M,Marketing,None,01/02/2021,Excel,22/10/2021,No,0,0,3,3
f37590d3-73dd-4d31-80e1-0b5111285804,Tony Stanley,,FEMALE,Sales,None,14/11/2020,Excel,09/04/2022,Yes,65,0,2,2
57d9f647-4cda-4bf4-98f9-bfb4b2a43bf4,Daniel Patterson,33,Male,Engineering,PhD,09/05/2020,Leadership,25/01/2023,Present,,87,5,5
0ab84fe2-97e4-4173-9d63-bda6a29dc073,Vanessa Porter,,MALE,Support,PhD,02/05/2024,Project Management,29/11/2026,Absent,,83,5,5
793daf5a-b35c-4601-817a-f0cb07f2422d,Janet Ryan,34,F,HR,Masters,04/04/2023,Communication,13/10/2024,No,28,0,,
9ec78199-964d-4e39-b047-824a6c362d23,Tiffany Cohen,,F,HR,Masters,05/02/2021,Leadership,30/01/2023,Absent,0,,2,2
7cc96b10-f677-4b06-89e6-614a61458972,Angie King,49,Male,HR,PhD,30/06/2020,Leadership,08/08/2022,A,,0,5,5
d4a42bf0-b96a-4305-bed1-d8f8153d2c6b,Tammy Gibson,,Male,Marketing,Diploma,17/01/2021,Communication,22/03/2022,No,,0,0,0
7822b39d-fbe7-40a6-9a86-1a163dcafd82,Eric Waters,23,F,Finance,PhD,19/02/2023,Excel,28/09/2023,P,0,0,0,0
184ee3db-691d-4bea-9d1c-92f037702be5,Carl Huffman,36,M,Marketing,None,07/02/2024,Project Management,07/08/2025,Yes,86,,1,1
11b0830f-71c6-49a6-819c-84c4ef7f6e3f,Julie Terry,,Male,HR,Bachelors,03/07/2020,Python,14/08/2022,Absent,46,,4,4
a75908f0-8921-449f-accb-853bcd227ff2,Dawn Wilson,,MALE,Engineering,Diploma,27/07/2023,Project Management,11/03/2024,Absent,38,31,3,3
73a44f97-e6fa-403b-ac85-ef207db8aa1c,Christopher Roberts,51,FEMALE,Engineering,None,29/08/2024,Communication,26/09/2026,Absent,95,0,5,5
27a0b911-afd2-4b72-9c13-a1e76d3e4848,Angela Olson,,Female,Engineering,Diploma,31/01/2023,Leadership,20/09/2023,No,29,0,2,2
be99919e-c696-4772-a326-55640175105a,Susan Barton,46,F,Sales,Diploma,20/05/2022,Cloud Computing,09/11/2023,No,87,21,3,3
570edab2-3932-4a07-aec3-f8e04d620050,Lauren Snyder,23,M,Finance,Bachelors,21/08/2020,Cloud Computing,21/04/2021,Absent,0,21,0,0
e9623c3c-f2b2-42f2-b366-51c5cef483f6,Christopher Anderson,,MALE,HR,None,18/01/2024,Leadership,21/01/2026,No,73,0,4,4
5dde7466-7f03-46ef-b027-24eb060fc65e,Jessica Erickson,44,Male,Engineering,PhD,19/01/2025,Cloud Computing,24/09/2025,Present,0,,5,5
6b2afb3a-1b38-41ad-8b21-cf12a284598a,Douglas Grant,,FEMALE,Finance,PhD,26/05/2023,Leadership,14/10/2023,Yes,,44,2,2
4345429c-1655-4df4-90af-54cc1122e28f,Mary Wells,60,Male,Marketing,Diploma,09/11/2023,Python,22/03/2026,P,,29,2,2
ed88bdda-e818-4064-be44-7305eb55920d,Barbara Martin,40,FEMALE,Sales,Diploma,30/07/2024,Project Management,17/05/2025,Present,0,,,
7233bf8c-324e-40f7-aa25-e8da2fd1843d,Kimberly Grant,,MALE,Engineering,None,12/02/2025,Project Management,12/11/2025,Present,0,,4,4
a800d519-ca3d-41cc-b88a-a20e111b0acd,Jason Castro,34,FEMALE,Marketing,PhD,30/04/2024,Excel,07/08/2026,A,97,,1,1
221a5dd0-4ce3-4923-a5bb-2b7a33d3958a,Jeanette Watson,42,Male,Marketing,Masters,29/03/2022,Python,02/10/2022,P,65,0,1,1
8649c4c3-1cdd-4a61-831d-45fcc9c01379,Lauren Smith,,MALE,Finance,Diploma,09/08/2024,Cloud Computing,25/03/2026,No,0,0,5,5
dc4f57fe-3e61-4f4b-abb5-11e651ccaa40,Mr. Matthew Mendoza,24,Female,HR,None,06/06/2021,Leadership,04/11/2023,Yes,77,,,
8d938a78-634a-41a4-ac23-9586195b2525,Kimberly Lara,57,F,Engineering,Masters,01/02/2022,Communication,01/11/2022,No,0,35,,
8286b3c8-db9b-456e-a080-293caac5e8a3,Philip Woods,23,FEMALE,HR,None,04/07/2021,Cloud Computing,15/11/2021,No,,0,4,4
a07f3385-3f3f-462f-aa2b-ec6b90efb126,Sara Ward,,FEMALE,Marketing,Diploma,18/11/2020,Cloud Computing,22/06/2021,No,0,,,
0f46bb11-6809-4564-8331-21ffd3f63623,Amanda Flores,,FEMALE,Support,None,08/03/2022,Cloud Computing,31/05/2024,No,78,,0,0
b9fb97b9-abf1-4574-b14e-9b45071511b6,Jeanette Obrien,,MALE,Sales,Masters,16/08/2023,Communication,10/02/2024,P,92,57,3,3
7ab7b78f-2098-45b2-a852-7018bfa4ce84,Rachel Oneal,58,Female,Marketing,Bachelors,06/03/2022,Communication,03/06/2024,Absent,57,,3,3
49a1f7a1-8571-4253-9956-ad9b3dc87f79,Benjamin Greene MD,48,FEMALE,Finance,Masters,08/08/2021,Excel,07/04/2023,No,,73,1,1
c6ec9e60-e443-4474-b458-6ea415b83fa6,Martin Wood,,FEMALE,Support,Masters,16/01/2025,Cloud Computing,04/12/2026,Yes,,,,
ce8b30ce-a671-45cd-b6e9-efdc47e4b3f3,Mrs. Sara Jacobs,30,M,Engineering,PhD,11/08/2023,Excel,06/07/2025,No,35,0,5,5
82edbaad-784c-4537-b2d0-a15cdafa1c94,Peter Franco MD,,FEMALE,HR,None,20/11/2022,Project Management,08/03/2024,Absent,0,54,5,5
996e782f-9aee-43e9-aea3-98c6ec677b25,Laura Harrison,,F,Support,Bachelors,11/01/2025,Communication,23/04/2027,Present,,74,5,5
57a82eef-f9a8-443d-bd5b-6037b1012b0f,Lisa Brown,,FEMALE,HR,Bachelors,14/01/2021,Python,02/01/2023,Absent,,89,2,2
49f86d9d-dfef-472a-8570-b7feef252aa8,Crystal Mcintosh,,MALE,Engineering,Bachelors,19/07/2022,Communication,21/04/2023,A,48,0,0,0
30f6d8b6-90e6-4aa4-bd4a-49aee83f6a2a,Eric Petersen,,Male,Engineering,Bachelors,09/01/2023,Excel,29/06/2025,Yes,45,0,5,5
438f9d83-474d-4a1a-a95a-a2daad14e5bf,Mckenzie Lopez,23,Male,Finance,None,01/09/2024,Leadership,16/04/2025,Yes,55,0,3,3
4b861f69-b036-49a4-8518-c20bcd5fe3f4,Michael Marquez,42,F,Finance,Masters,13/06/2021,Project Management,26/03/2023,Yes,0,0,,
7672e14b-cc4b-4c6f-b457-c8d7523664ef,Carrie Hardy,45,MALE,HR,PhD,19/12/2024,Leadership,15/03/2026,A,,,1,1
991f2102-34aa-48d4-bf3d-2b89a37afc5c,Sandra White,50,MALE,Finance,Diploma,29/09/2022,Project Management,03/12/2023,Absent,96,64,,
7bfdec74-6441-411e-bee1-db8e5fffe8e6,Tara Stevens,,F,Engineering,Masters,28/06/2024,Cloud Computing,16/02/2026,No,97,53,,
1271e295-9b21-4065-8135-b44325768869,Vincent Li,,Male,Marketing,Masters,03/03/2023,Communication,12/05/2024,A,49,,,
cfdea771-305d-4749-9109-2f7a00d61c63,Tanya Gibson,,F,Engineering,Diploma,11/08/2023,Cloud Computing,10/09/2024,Present,79,46,2,2
82d8a7f5-46ef-4aaa-9237-6d229565bc2f,Christina Williams,32,F,Engineering,Masters,12/12/2024,Excel,06/12/2026,Absent,0,60,5,5
9863bb20-7d53-4706-bb50-78f7a0cbfeca,Jeffrey Edwards,,Male,Marketing,Masters,26/11/2023,Excel,17/04/2025,Present,,,5,5
c2978392-5c80-4220-9f77-765f2e5ce13a,Amy Boone,,Male,Marketing,Diploma,15/06/2021,Python,13/03/2023,Yes,25,,2,2
44b6cc9e-8904-49d7-8c69-e2e81b829ae1,Brendan Paul,50,MALE,HR,Bachelors,16/08/2022,Excel,03/07/2023,A,88,,2,2
a9093889-e42c-4e33-8a39-561f3473d9d3,Alexandra Morgan,54,Female,Engineering,Bachelors,13/11/2023,Communication,09/01/2026,No,,0,,
3b014893-3d9d-48e3-ae07-8bdc48c08d33,Larry Walton,,FEMALE,Finance,Masters,16/08/2022,Cloud Computing,09/01/2025,Yes,0,0,,
26d6004f-3c82-4de9-973c-92595a8258cb,Kevin Farmer,49,FEMALE,Marketing,Bachelors,18/12/2024,Cloud Computing,21/12/2026,Absent,0,,2,2
621e1d14-d33b-45e6-b765-f8a0ce4307c4,Luis Best,50,F,Support,None,22/09/2021,Cloud Computing,20/11/2021,No,,,5,5
fa8a47d6-9d37-45a6-bd8e-880c923ccd64,Rhonda Martinez,53,F,Sales,Masters,15/01/2021,Leadership,18/06/2022,P,,89,4,4
3df5516b-3891-47f7-a809-f986d86af8f9,Christopher Thompson,33,MALE,HR,PhD,11/05/2022,Project Management,04/09/2022,Absent,,66,2,2
3d201440-00cf-444d-9b7d-b566478b640b,Jessica Valencia,,F,Sales,Masters,20/02/2022,Project Management,25/05/2024,Present,0,42,4,4
19b1a043-3b70-424e-b6a0-95737237e20d,Jennifer Wallace,,FEMALE,Engineering,None,22/07/2023,Cloud Computing,27/03/2025,Yes,54,0,5,5
d9c0076f-626c-4ccc-a35b-ba6dbd39e09d,Jamie Weaver,56,Female,Marketing,Bachelors,18/07/2021,Python,02/05/2023,Present,0,0,0,0
7dd43e50-ac5e-4ec3-a1be-0ed93483518e,Shaun Peterson,,FEMALE,HR,Masters,30/07/2022,Python,06/01/2025,Yes,0,0,,
634d7549-9d9a-40e1-81ef-688b7fc0922e,Lisa Watson,,M,Finance,None,10/06/2020,Cloud Computing,27/01/2022,A,0,76,,
aeeb5608-b2ed-403d-9641-aee399d81764,Richard Clark,,F,Finance,Diploma,03/12/2020,Communication,02/01/2022,Yes,43,,2,2
3faf1b34-462e-47af-a7b4-c8975a6f9b6b,Stephanie Gray,,F,Sales,None,09/12/2022,Excel,16/10/2023,A,89,0,1,1
ef6d8fc6-afbd-4369-8636-f35ef5ed7ddf,Maria Brown,31,M,Sales,None,05/04/2024,Communication,28/11/2026,A,0,,4,4
5c098a5c-585d-4d17-9258-14d9638cf9e3,John Ramsey,33,M,Engineering,PhD,13/06/2020,Leadership,10/06/2022,No,,0,4,4
59259acd-4142-400e-aff6-fa9a16e6e8fc,Jacob Osborn,58,Male,Support,Bachelors,15/11/2023,Communication,09/09/2025,P,89,,4,4
da889b20-3819-48f2-ab25-8bdf28791fa4,Kelly Schmidt,,FEMALE,Finance,Masters,02/05/2024,Communication,02/03/2025,P,,0,5,5
61a651c5-faaa-43fc-894a-8492d88d11dd,Philip Davis,,F,Marketing,Masters,06/12/2021,Cloud Computing,14/09/2022,Yes,,71,2,2
8d85e013-b200-44fa-9d8e-20d617a60138,Bobby Frederick,42,FEMALE,HR,Diploma,13/08/2021,Communication,05/06/2022,P,69,93,,
dbc6ac37-2442-40c6-8b0c-100c2626c97d,Seth Lopez,,FEMALE,Sales,PhD,13/02/2024,Leadership,01/05/2025,Absent,84,0,2,2
11186c1a-8540-42b0-aaa8-2f4e4fc4e8cd,Brandon Williams,,F,Sales,PhD,01/10/2023,Leadership,04/12/2024,Yes,,,1,1
f127f7bd-7862-4252-8c45-b36c49ca4ae6,Christopher Smith,29,Male,Finance,None,05/10/2021,Excel,21/06/2022,Absent,26,0,3,3
113ff40f-13b9-4213-b668-4e199a463e70,Debra Logan,24,M,Marketing,Diploma,05/12/2021,Python,11/12/2022,Present,,78,3,3
8dae27d7-7668-4540-8770-6e6d1fc775eb,Miranda Hernandez,28,MALE,Marketing,PhD,21/10/2024,Cloud Computing,20/10/2025,Absent,,87,2,2
53528440-023d-45cf-8972-d38d3ee2b11c,Pamela Palmer,42,Male,Sales,PhD,08/11/2021,Communication,08/08/2022,No,,31,4,4
0e8db9f5-e514-4d91-8127-8cf9803bd70b,Christopher Harrison,46,MALE,Sales,None,10/06/2020,Excel,12/09/2022,Yes,0,,4,4
d5935e79-9be5-462a-9c97-9a813deed56a,Richard Ford,,F,Marketing,Masters,23/05/2021,Python,28/06/2021,Yes,,,2,2
b6a35409-1c20-486b-b5d0-44fb2cd64d84,Mark Webster,,FEMALE,Finance,PhD,19/02/2024,Python,21/08/2026,Absent,,0,5,5
002593ed-22ca-4f04-a09e-ee72fb9c7872,Joseph Burns,,MALE,Sales,Diploma,01/11/2020,Python,11/11/2021,P,,0,,
6765e3bf-b9ea-4873-8a9d-b5938ce17e35,Julie Holland,29,MALE,Finance,PhD,17/08/2023,Leadership,25/01/2024,Absent,20,25,5,5
93d5326f-9b03-4c39-8950-824d5a9b841d,Nicole Walton,36,Male,Marketing,Masters,07/09/2024,Project Management,05/01/2027,Present,,28,,
80ce9afc-2ab9-4a52-a85d-9acfefd6b83c,Beth Johnson,24,MALE,Support,Diploma,19/09/2024,Cloud Computing,24/10/2024,No,0,,4,4
d789c624-5e14-401b-bea5-9d94998c603a,Larry Gutierrez,,F,Sales,None,21/11/2020,Project Management,27/10/2021,A,,,5,5
50860861-061c-4a48-9fa5-c8d54cad3598,Dr. Daniel Hampton,,MALE,Finance,Masters,19/06/2023,Project Management,20/10/2024,Present,,0,0,0
ca5fccf2-9726-4a28-9d7d-8ff7732f4bd7,Brenda Leon,40,Male,Sales,Masters,08/07/2021,Communication,28/07/2023,No,89,37,3,3
e6876705-0431-49ef-a46e-c70f3e97037d,Jeffrey Tucker,60,MALE,Engineering,PhD,21/08/2023,Cloud Computing,23/01/2026,Present,,21,2,2
e1e3e199-5f1f-45c3-b717-a7cbb67ffa23,Carlos Moyer,53,Female,Support,None,25/03/2024,Excel,08/10/2025,P,0,,3,3
a3d889fa-e5a4-46d8-a541-f181f29e225b,Elizabeth Brown,51,Female,HR,Diploma,09/05/2022,Excel,26/07/2023,P,0,0,1,1
a747520f-e315-4b34-a2f5-63b1e8cdea8a,Angela Carter,46,FEMALE,Engineering,PhD,21/03/2024,Communication,22/01/2026,Yes,0,,2,2
ef1920da-0a5f-4ede-ba23-c1bc8d361929,Dr. Andrea Rivera,,Male,Sales,Masters,16/08/2024,Project Management,25/03/2027,A,0,80,2,2
02d493eb-2a7b-45de-81b8-3de2ec073a4c,Brianna Dawson MD,,MALE,Support,Masters,27/11/2022,Cloud Computing,01/03/2023,No,94,,2,2
856638c8-a173-4274-b7fc-511b826f081a,Jerry Cook,58,MALE,Finance,Masters,22/06/2020,Leadership,24/01/2021,No,,94,5,5
48f0fcb2-5398-4e7f-9f2c-7e7f58d0202b,Robert Richards,57,Female,Marketing,PhD,07/03/2024,Project Management,21/01/2026,P,0,89,5,5
c37de35e-6ef3-469b-bccd-e71ec22c9037,Mary Kelley,,Male,Finance,Diploma,30/12/2023,Project Management,21/12/2024,No,83,,3,3
f7d75510-ffa7-4ae1-9139-dd0f8185ca84,Roger Rivera,,M,HR,None,30/01/2025,Excel,22/12/2025,Yes,34,0,1,1
44610c94-a29c-464f-b8f8-9cbabb404bc8,Philip Gonzalez,50,Female,Sales,Masters,03/01/2024,Excel,26/05/2026,Present,40,62,5,5
0ab9694f-3861-4ce9-a4f7-5c1046983234,Adam Anderson,,MALE,Engineering,Masters,13/07/2023,Excel,24/06/2025,No,61,0,4,4
ccaa2cd3-6ae7-4db3-b193-fb1c91bd4f30,Brittany Payne,30,Male,Support,Bachelors,28/10/2023,Communication,22/07/2026,P,0,0,2,2
00252855-35ea-4de0-aa83-a56bfd8c93df,Carla Johnson DDS,,FEMALE,Support,Diploma,08/06/2022,Cloud Computing,16/01/2023,Yes,0,,1,1
fb2fbe8c-ea46-4911-b7e2-f124381692f5,Michael Wilson,,Female,Marketing,None,29/10/2020,Excel,29/10/2022,Present,25,,,
9de67f2c-57bd-4ee6-a63f-6d3acfcae6b9,Jacqueline Harrison,,Male,Finance,Bachelors,04/03/2024,Python,06/02/2025,Absent,0,93,4,4
e3a0aa3c-8c44-460f-8efe-59c393b91ea1,Natalie Welch,58,MALE,Sales,PhD,17/06/2022,Project Management,09/08/2022,Present,,,,
ae94c0b5-aaf1-4938-a7d5-4ab086d66946,Leah Fleming,54,Male,Sales,Masters,16/01/2023,Leadership,25/11/2023,Yes,,30,,
6f125321-05b0-4ce0-909f-5fc439e82ba5,Mr. Jordan Porter,60,Female,Finance,Bachelors,09/05/2022,Project Management,11/05/2024,Absent,39,46,1,1
4ce33ed4-9779-4ead-b3bc-daee0d211dc4,Deanna Holloway,,F,Support,Masters,16/09/2023,Leadership,13/02/2024,Present,0,31,,
380d4643-c891-49bc-9830-60dc393f8079,Danielle Stein,30,Male,Engineering,None,26/12/2024,Project Management,20/05/2025,Present,77,0,1,1
5ced1a62-817e-4840-8ace-3a10b2879bdd,James Knight,50,Female,Sales,Masters,07/02/2021,Leadership,08/04/2023,P,93,,0,0
9f80bd12-2996-46d2-be14-196514c4e22c,Dr. Austin Edwards,,MALE,Support,PhD,23/10/2022,Cloud Computing,02/11/2023,Present,,42,1,1
6ea28b15-d0a7-43b9-a7ea-ae636f850440,John Johnson,,MALE,Sales,Masters,30/09/2020,Python,30/01/2021,Present,0,61,0,0
7c8c9267-3c55-4d3a-8ed9-92e01e4415f4,Katherine Mullen,30,FEMALE,Marketing,PhD,01/06/2023,Python,01/12/2023,No,68,20,4,4
3c304193-d975-4f32-ae1b-670f67c2e684,Leroy Martin,44,MALE,Sales,Diploma,31/01/2022,Leadership,03/03/2024,Present,,35,5,5
60791657-97ec-447d-93bf-a31199155bef,Ashlee Miller,,FEMALE,HR,Diploma,14/08/2021,Python,22/06/2022,Absent,47,53,3,3
7e1e35dd-6db4-481c-8a55-b7c426696e53,Taylor Leon,23,F,Engineering,Diploma,03/05/2020,Leadership,28/11/2022,P,98,81,2,2
78a118df-0088-4a76-8d25-c8d0fde90c2d,Casey Terrell,32,F,Support,Bachelors,22/07/2021,Excel,14/03/2023,A,95,72,1,1
d3a65f0c-eb07-4653-af87-8674adc1e2f7,Mary Miller,55,M,HR,PhD,21/05/2023,Communication,31/10/2023,No,0,20,3,3
1997b851-5484-4b4d-8f4c-ea72e493c415,Kevin Mcneil,24,Male,Engineering,Bachelors,02/09/2021,Cloud Computing,20/09/2023,P,,0,3,3
ca1f783a-3137-4ca1-ac2c-4f79d24938d2,James Holder,41,M,Finance,None,07/04/2020,Project Management,12/08/2021,P,,74,0,0
9d8d2752-4a9b-4dc7-97e7-1b55446fc213,Andrea Salazar,28,M,Finance,Diploma,07/03/2021,Leadership,30/11/2023,Present,0,27,4,4
da36967d-9b2d-4eee-b65b-b06910a012b2,Mason Graves,24,Male,Support,Diploma,11/06/2021,Cloud Computing,05/10/2023,Absent,,,1,1
b064672a-394a-4d31-9b42-82387f151663,James Morgan,,FEMALE,Engineering,None,30/01/2021,Leadership,21/04/2023,Yes,0,,4,4
73d79809-cf6d-4802-b900-4406b1e58a88,Jordan Carter,,MALE,Engineering,Diploma,25/08/2021,Leadership,11/01/2022,Absent,85,,1,1
3c31285d-ee35-4ed7-8e95-50866b000e3b,Sarah Wade,,Male,Engineering,PhD,05/09/2023,Python,17/01/2024,Yes,,58,4,4
b4072f12-2612-42e0-b616-e3a23d9d49d4,Bobby Matthews,34,Male,Sales,Diploma,21/01/2022,Communication,20/05/2024,P,0,,1,1
72ec6f04-ff8b-4891-9b90-8e3f25ce5ac5,Nathan Campbell,,Male,Marketing,Bachelors,07/04/2021,Cloud Computing,17/07/2022,Present,62,0,5,5
3d3fc0e0-944b-4f07-91e8-44c9b00ecc67,Jessica Martinez,,F,Finance,Diploma,04/02/2023,Communication,21/04/2024,Present,0,0,0,0
effbd197-4d73-4782-9671-97ecbab8ad70,Stephanie Douglas,52,Male,Engineering,PhD,17/12/2024,Excel,19/09/2025,A,74,,,
58578862-3105-45b6-a40b-1814281269bc,Andre Farrell,26,Male,Finance,None,13/05/2023,Excel,14/03/2025,No,79,52,0,0
7f63d2b6-d001-4b99-afc2-8f2063ba24b1,Vincent Bowers,59,FEMALE,Sales,Bachelors,30/05/2022,Project Management,19/07/2022,Yes,0,0,3,3
53b04133-d0d7-4956-a205-f2947319c9c0,Michelle Barrett,,Female,Engineering,PhD,07/01/2023,Cloud Computing,09/02/2023,Yes,84,,,
01e780a0-2f18-4049-b329-b6a4de3e0557,Carly King,,FEMALE,Sales,Diploma,31/01/2025,Project Management,24/12/2026,Absent,28,0,0,0
55a57ad7-fd05-4d92-a022-24327ca51928,Stephen Allen,,FEMALE,Sales,PhD,21/01/2021,Leadership,15/05/2022,A,68,39,0,0
33c7024d-e845-43c7-8721-fbe9f5020e2a,Jennifer Townsend,,FEMALE,HR,Masters,24/06/2024,Communication,02/12/2025,Absent,,43,1,1
9d689315-ccda-48e2-97cc-6c2ab61c07e8,Aaron Webb,,FEMALE,Sales,Bachelors,02/05/2023,Cloud Computing,24/06/2025,A,21,53,5,5
551fe4f7-25d6-4a97-b608-24da33a37a74,Shannon Manning,30,Female,Finance,Bachelors,11/07/2024,Cloud Computing,31/01/2027,A,89,33,,
